"database","mature_mirna_id","target_symbol","experiment","support_type"
"mirtarbase","hsa-miR-26a-1-3p","E2F3","qRT-PCR//Western blot","Functional MTI"
"tarbase","hsa-miR-26a-5p","E2F3","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-26b-5p","E2F3","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-27a-5p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-27b-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-27b-5p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-28-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-28-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-299-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-2-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-301b-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-302a-3p","E2F3","PAR-CLIP//HITS-CLIP//Chimeric fragments","negative"
"mirtarbase","hsa-miR-302a-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-302a-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-302b-3p","E2F3","PAR-CLIP//HITS-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-302c-3p","E2F3","PAR-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-302d-3p","E2F3","PAR-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-302e","E2F3","PAR-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-302f","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-3064-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3064-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-3065-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-30a-3p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-30a-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-30b-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-30b-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-30c-1-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-30c-2-3p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-30c-5p","E2F3","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-30c-5p","E2F3","CLASH",""
"tarbase","hsa-miR-30c-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-30d-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-30d-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-3p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-30e-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-31-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-3123","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3123","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-3128","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3128","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-3153","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3153","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-3156-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3156-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-3156-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3156-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-3158-3p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-3184-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3184-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-32-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-32-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-32-3p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-32-5p","E2F3","Sequencing","Functional MTI (Weak)"
"mirtarbase","hsa-miR-32-5p","E2F3","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-32-5p","E2F3","Sequencing//HITS-CLIP",""
"tarbase","hsa-miR-32-5p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-3200-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-320a-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-320b","E2F3","PAR-CLIP//HITS-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-320c","E2F3","PAR-CLIP//HITS-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-320d","E2F3","PAR-CLIP//Chimeric fragments","negative"
"tarbase","hsa-miR-324-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-330-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-335-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-33a-5p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-33b-5p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-340-5p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-342-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-342-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-345-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-34a-3p","E2F3","Luciferase reporter assay//qRT-PCR//Western blotting",""
"tarbase","hsa-miR-34a-3p","E2F3","HITS-CLIP","negative"
"mirecords","hsa-miR-34a-5p","E2F3","Western blot//activity assay//Luciferase activity assay",""
"mirecords","hsa-miR-34a-5p","E2F3","Western blot",""
"mirtarbase","hsa-miR-34a-5p","E2F3","Luciferase reporter assay//Western blot","Functional MTI"
"mirtarbase","hsa-miR-34a-5p","E2F3","Luciferase reporter assay","Functional MTI"
"mirtarbase","hsa-miR-34a-5p","E2F3","Luciferase reporter assay//Western blot//Microarray","Functional MTI"
"mirtarbase","hsa-miR-34a-5p","E2F3","Immunoblot//Immunohistochemistry//qRT-PCR","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","E2F3","Luciferase reporter assay//Western blot//Western blot;Other","Functional MTI"
"mirtarbase","hsa-miR-34a-5p","E2F3","Immunoprecipitaion//Luciferase reporter assay//qRT-PCR","Functional MTI"
"mirtarbase","hsa-miR-34a-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","E2F3","Luciferase reporter assay//qRT-PCR//Western blot","Functional MTI"
"mirtarbase","hsa-miR-34a-5p","E2F3","qRT-PCR","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34a-5p","E2F3","Luciferase reporter assay//Western blot//Microarray//Immunoblot//Immunohistochemistry//qRT-PCR//Immunoprecipitaion//Other//Western blot;Other//PAR-CLIP",""
"tarbase","hsa-miR-34a-5p","E2F3","PAR-CLIP//HITS-CLIP//Biotin-Microarrays//Biotin-qPCR//Western Blot//Luciferase Reporter Assay","negative"
"mirtarbase","hsa-miR-34c-5p","E2F3","Luciferase reporter assay","Functional MTI"
"mirtarbase","hsa-miR-34c-5p","E2F3","Luciferase reporter assay//Western blot","Functional MTI"
"mirtarbase","hsa-miR-34c-5p","E2F3","Immunocytochemistry//Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot","Functional MTI"
"mirtarbase","hsa-miR-34c-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-34c-5p","E2F3","Western blot","Functional MTI"
"mirtarbase","hsa-miR-34c-5p","E2F3","Luciferase reporter assay//Western blot//Other//Immunocytochemistry//Immunofluorescence//qRT-PCR//PAR-CLIP",""
"tarbase","hsa-miR-34c-5p","E2F3","HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-3615","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-3616-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3616-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-362-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-3620-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3620-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-363-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-367-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-3671","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3671","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-370-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-374a-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-374b-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-374b-5p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-374c-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-374c-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-376a-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-376a-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-376b-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-376b-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-377-3p","E2F3","Luciferase reporter assay//Western blot","Functional MTI"
"mirtarbase","hsa-miR-377-3p","E2F3","Luciferase reporter assay//Microarray//qRT-PCR//Western blot","Functional MTI"
"tarbase","hsa-miR-378a-3p","E2F3","RNA-Seq","negative"
"tarbase","hsa-miR-378a-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-379-3p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-3925-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3925-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-3928-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-409-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-411-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-423-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-423-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-423-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-423-5p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-424-5p","E2F3","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"mirtarbase","hsa-miR-425-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-425-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4271","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4271","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4272","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4272","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-429","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-4296","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-4302","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4302","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4314","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4314","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4316","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4316","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-432-3p","E2F3","Luciferase reporter assay//Western blotting//RNA-seq//qRT-PCR",""
"tarbase","hsa-miR-4437","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-4446-3p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4453","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4453","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4496","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4496","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-449a","E2F3","Luciferase reporter assay//qRT-PCR//Western blot","Functional MTI"
"mirtarbase","hsa-miR-449a","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-449a","E2F3","Flow//Luciferase reporter assay//qRT-PCR//Western blot","Functional MTI"
"mirtarbase","hsa-miR-449a","E2F3","Luciferase reporter assay//qRT-PCR//Western blot//PAR-CLIP//Flow",""
"tarbase","hsa-miR-449a","E2F3","HITS-CLIP//PAR-CLIP//Luciferase Reporter Assay","negative"
"mirtarbase","hsa-miR-449b-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-449b-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-449b-5p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-450b-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-452-5p","E2F3","HITS-CLIP//PAR-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-4521","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-4524a-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4524b-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"tarbase","hsa-miR-4525","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4538","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4538","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-454-3p","E2F3","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-454-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-455-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-4642","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4642","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4645-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4645-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-4662a-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-4664-3p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-4668-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4668-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-4677-3p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-4680-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4680-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4694-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4694-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4695-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4695-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-4701-3p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4715-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4715-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4720-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4720-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4725-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4725-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4732-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4732-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4773","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4773","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4778-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4778-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4795-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4795-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-4799-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4799-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-484","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-490-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"tarbase","hsa-miR-493-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-497-5p","E2F3","Luciferase reporter assay//Western blot","Functional MTI"
"mirtarbase","hsa-miR-497-5p","E2F3","Luciferase reporter assay//Western blot",""
"tarbase","hsa-miR-497-5p","E2F3","PAR-CLIP//HITS-CLIP//Western Blot//Luciferase Reporter Assay","negative"
"tarbase","hsa-miR-501-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-503-5p","E2F3","Luciferase reporter assay//Western blot","Functional MTI"
"tarbase","hsa-miR-503-5p","E2F3","PAR-CLIP//HITS-CLIP//qCLASH//sRNA-Seq","negative"
"tarbase","hsa-miR-504-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-5093","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5093","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-516b-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-5194","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5194","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-5197-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5197-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-519d-3p","E2F3","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-519d-3p","E2F3","HITS-CLIP",""
"tarbase","hsa-miR-520g-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-521","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-522-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-522-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-522-5p","E2F3","Western Blot//Microarrays//AGO-IP//Luciferase Reporter Assay//IMPACT-Seq","negative"
"tarbase","hsa-miR-532-5p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-542-3p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-548au-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548au-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-548av-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548av-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-548az-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548az-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-548g-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548g-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-548n","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548n","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-548t-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-548t-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-550a-5p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-557","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-5579-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5579-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-5583-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5583-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-5588-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5588-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-573","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-573","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-576-3p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-577","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-577","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-589-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-590-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-590-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-607","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-607","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6124","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6124","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-625-5p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-628-5p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-630","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-6499-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6499-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-6511a-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-652-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-660-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-660-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-660-5p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-664b-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-671-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-671-5p","E2F3","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"mirtarbase","hsa-miR-6733-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6733-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6734-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6734-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6738-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6738-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6739-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6739-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-6770-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-6780b-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6780b-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6867-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6867-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6868-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6868-5p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-6871-5p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6871-5p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-7-5p","E2F3","PAR-CLIP//HITS-CLIP//sRNA-Seq//Chimeric fragments","negative"
"tarbase","hsa-miR-708-5p","E2F3","HITS-CLIP","negative"
"mirtarbase","hsa-miR-765","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-765","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-7706","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-7849-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-7849-3p","E2F3","PAR-CLIP",""
"mirtarbase","hsa-miR-8065","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-8065","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-873-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-873-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-874-3p","E2F3","qRT-PCR//Western blot","Functional MTI"
"tarbase","hsa-miR-876-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-877-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-885-3p","E2F3","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-885-3p","E2F3","PAR-CLIP",""
"tarbase","hsa-miR-9-3p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-9-5p","E2F3","PAR-CLIP","negative"
"mirtarbase","hsa-miR-92a-3p","E2F3","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-92a-3p","E2F3","HITS-CLIP",""
"tarbase","hsa-miR-92a-3p","E2F3","PAR-CLIP//HITS-CLIP//Chimeric fragments","negative"
"mirtarbase","hsa-miR-92b-3p","E2F3","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-92b-3p","E2F3","HITS-CLIP",""
"tarbase","hsa-miR-92b-3p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-93-5p","E2F3","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-93-5p","E2F3","HITS-CLIP",""
"tarbase","hsa-miR-93-5p","E2F3","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-941","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-942-5p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-96-5p","E2F3","PAR-CLIP","negative"
"tarbase","hsa-miR-98-3p","E2F3","HITS-CLIP","negative"
"tarbase","hsa-miR-98-5p","E2F3","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-let-7a-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-let-7b-5p","EBF1","Microarrays","negative"
"tarbase","hsa-let-7d-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-let-7f-5p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-101-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-106a-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-107","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-124-3p","EBF1","HITS-CLIP","negative"
