"database","mature_mirna_id","target_symbol","experiment","support_type"
"tarbase","hsa-miR-125a-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-129-2-3p","EBF1","Microarrays","negative"
"mirtarbase","hsa-miR-129-5p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-129-5p","EBF1","HITS-CLIP",""
"tarbase","hsa-miR-1290","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-130a-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-142-3p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-153-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-155-5p","EBF1","Microarrays","negative"
"tarbase","hsa-miR-15a-5p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-16-1-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-181a-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-195-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-196a-5p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-19a-3p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-200b-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-200c-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-218-1-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-221-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-23a-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-23b-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-25-3p","EBF1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-2681-5p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"tarbase","hsa-miR-2682-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-26a-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-26b-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-27a-3p","EBF1","Microarrays","negative"
"tarbase","hsa-miR-27a-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-299-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-1-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-29b-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-30b-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-30d-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-3184-3p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-320b","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-320d","EBF1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-335-5p","EBF1","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-335-5p","EBF1","Microarray",""
"tarbase","hsa-miR-335-5p","EBF1","Microarrays","negative"
"tarbase","hsa-miR-338-3p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-33a-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-33b-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-34a-5p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-361-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-3679-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-378c","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-378d","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-378i","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-3928-3p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-423-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-424-5p","EBF1","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-4448","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-449c-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-454-3p","EBF1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4659a-5p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4659a-5p","EBF1","HITS-CLIP",""
"mirtarbase","hsa-miR-4659b-5p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4659b-5p","EBF1","HITS-CLIP",""
"mirtarbase","hsa-miR-4776-3p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4776-3p","EBF1","HITS-CLIP",""
"tarbase","hsa-miR-484","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-485-5p","EBF1","HITS-CLIP","negative"
"mirtarbase","hsa-miR-5003-3p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"tarbase","hsa-miR-501-3p","EBF1","PAR-CLIP","negative"
"mirtarbase","hsa-miR-5590-5p","EBF1","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5590-5p","EBF1","HITS-CLIP",""
"tarbase","hsa-miR-582-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-6796-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-7-5p","EBF1","PAR-CLIP","negative"
"tarbase","hsa-miR-766-5p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-873-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-92a-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-92b-3p","EBF1","HITS-CLIP","negative"
"tarbase","hsa-miR-128-3p","ECSCR","Microarrays","negative"
"tarbase","hsa-miR-34a-5p","ECSCR","HITS-CLIP","negative"
"tarbase","hsa-miR-7-5p","ECSCR","Microarrays","negative"
"tarbase","hsa-let-7a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7b-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7c-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7d-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-let-7e-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7f-1-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7f-2-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7g-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7i-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7i-5p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-1-3p","ECT2","Microarrays","negative"
"tarbase","hsa-miR-101-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","ECT2","HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-106a-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-106b-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-107","ECT2","PAR-CLIP//HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-10a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-10b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-1180-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-122-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-124-3p","ECT2","RNA-Seq//Microarrays","negative"
"tarbase","hsa-miR-125b-2-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-1266-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-1268a","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-1271-5p","ECT2","RNA-Seq","negative"
"tarbase","hsa-miR-1273h-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-128-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-1285-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-129-2-3p","ECT2","Microarrays","negative"
"tarbase","hsa-miR-1299","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-1301-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-130a-3p","ECT2","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-130b-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-130b-5p","ECT2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-132-3p","ECT2","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-132-3p","ECT2","Microarray",""
"tarbase","hsa-miR-132-3p","ECT2","Microarrays","negative"
"tarbase","hsa-miR-138-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-139-5p","ECT2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-141-5p","ECT2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-141-5p","ECT2","PAR-CLIP",""
"mirtarbase","hsa-miR-142-3p","ECT2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-142-3p","ECT2","PAR-CLIP",""
"tarbase","hsa-miR-142-5p","ECT2","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-145-5p","ECT2","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-147a","ECT2","Microarrays","negative"
"tarbase","hsa-miR-148a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-148a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-148b-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-148b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-151a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-152-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-152-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-155-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-15a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-15b-5p","ECT2","HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-16-1-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-16-5p","ECT2","Microarrays","negative"
"tarbase","hsa-miR-17-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-181a-5p","ECT2","qCLASH","negative"
"tarbase","hsa-miR-181b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-181d-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-182-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-183-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-185-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-185-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-186-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-18a-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-18b-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-191-5p","ECT2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-192-5p","ECT2","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-192-5p","ECT2","Microarray",""
"tarbase","hsa-miR-192-5p","ECT2","Microarrays","negative"
"tarbase","hsa-miR-193a-3p","ECT2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-193b-3p","ECT2","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-193b-3p","ECT2","Microarray",""
"tarbase","hsa-miR-193b-3p","ECT2","Microarrays","negative"
"mirtarbase","hsa-miR-194-5p","ECT2","Luciferase reporter assay//qRT-PCR//Flow cytometry",""
"tarbase","hsa-miR-194-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-195-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-196a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-19a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-19b-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-200a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-203a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-205-5p","ECT2","AGO-IP//Microarrays","negative"
"tarbase","hsa-miR-20a-5p","ECT2","HITS-CLIP//PAR-CLIP//Microarrays","negative"
"tarbase","hsa-miR-20b-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-21-5p","ECT2","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-miR-210-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-2110","ECT2","PAR-CLIP","negative"
"mirtarbase","hsa-miR-215-5p","ECT2","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-215-5p","ECT2","Microarray",""
"tarbase","hsa-miR-22-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-221-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-222-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-222-5p","ECT2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-223-3p","ECT2","Luciferase reporter assay//Western blot","Functional MTI"
"mirtarbase","hsa-miR-223-3p","ECT2","Luciferase reporter assay//Western blot",""
"tarbase","hsa-miR-223-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-224-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-2278","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-23a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-23b-3p","ECT2","HITS-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-2467-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-25-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-26a-2-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-26a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-26b-3p","ECT2","HITS-CLIP","negative"
"mirtarbase","hsa-miR-26b-5p","ECT2","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-26b-5p","ECT2","Microarray",""
"tarbase","hsa-miR-26b-5p","ECT2","HITS-CLIP//Microarrays","negative"
"mirtarbase","hsa-miR-27a-3p","ECT2","Sequencing","Functional MTI (Weak)"
"mirtarbase","hsa-miR-27a-3p","ECT2","Sequencing",""
"tarbase","hsa-miR-27a-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-27b-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-27b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-28-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-29a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-29b-2-5p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-29b-3p","ECT2","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-29c-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-301a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-301b-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-302a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-302b-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-3065-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-30a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-30a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-30b-3p","ECT2","PAR-CLIP","negative"
"mirtarbase","hsa-miR-30c-5p","ECT2","CLASH","Functional MTI (Weak)"
"mirtarbase","hsa-miR-30c-5p","ECT2","CLASH",""
"tarbase","hsa-miR-30d-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-30d-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-30e-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-31-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-32-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-320a-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-320b","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-320c","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-338-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-33b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-340-5p","ECT2","HITS-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-342-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-34a-5p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"mirtarbase","hsa-miR-3591-5p","ECT2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-3591-5p","ECT2","PAR-CLIP",""
"tarbase","hsa-miR-361-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-3667-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-374a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-374b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-375-3p","ECT2","RNA-Seq","negative"
"tarbase","hsa-miR-376a-5p","ECT2","HITS-CLIP//Microarrays","negative"
"tarbase","hsa-miR-378c","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-378f","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-3913-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-409-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-423-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-424-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-425-5p","ECT2","PAR-CLIP","negative"
"mirtarbase","hsa-miR-4255","ECT2","PAR-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4255","ECT2","PAR-CLIP",""
"tarbase","hsa-miR-429","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-4326","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-4446-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-450a-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-450b-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-452-5p","ECT2","HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-454-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-486-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-490-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-512-3p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-550a-3-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-582-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-590-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-628-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-671-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-7-5p","ECT2","PAR-CLIP//HITS-CLIP//sRNA-Seq","negative"
"tarbase","hsa-miR-708-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-873-3p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-876-5p","ECT2","PAR-CLIP","negative"
"tarbase","hsa-miR-877-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-miR-92a-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-92b-3p","ECT2","PAR-CLIP//HITS-CLIP","negative"
"tarbase","hsa-miR-93-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"mirtarbase","hsa-miR-96-5p","ECT2","Sequencing","Functional MTI (Weak)"
"mirtarbase","hsa-miR-96-5p","ECT2","Sequencing",""
"tarbase","hsa-miR-96-5p","ECT2","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-98-5p","ECT2","HITS-CLIP","negative"
"tarbase","hsa-let-7b-5p","EGFLAM","HITS-CLIP","negative"
"tarbase","hsa-let-7c-5p","EGFLAM","HITS-CLIP","negative"
"tarbase","hsa-let-7e-5p","EGFLAM","HITS-CLIP","negative"
"tarbase","hsa-miR-103a-3p","EGFLAM","HITS-CLIP","negative"
"tarbase","hsa-miR-107","EGFLAM","HITS-CLIP","negative"
"mirtarbase","hsa-miR-1233-5p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1233-5p","EGFLAM","HITS-CLIP",""
"tarbase","hsa-miR-1255a","EGFLAM","HITS-CLIP","negative"
"tarbase","hsa-miR-1271-5p","EGFLAM","HITS-CLIP//RNA-Seq","negative"
"tarbase","hsa-miR-128-3p","EGFLAM","HITS-CLIP//RNA-Seq","negative"
"mirtarbase","hsa-miR-130b-5p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-130b-5p","EGFLAM","HITS-CLIP",""
"tarbase","hsa-miR-139-5p","EGFLAM","HITS-CLIP","negative"
"tarbase","hsa-miR-20b-5p","EGFLAM","RNA-Seq","negative"
"tarbase","hsa-miR-26a-5p","EGFLAM","PAR-CLIP","negative"
"tarbase","hsa-miR-27a-3p","EGFLAM","HITS-CLIP","negative"
"mirtarbase","hsa-miR-335-5p","EGFLAM","Microarray","Functional MTI (Weak)"
"mirtarbase","hsa-miR-335-5p","EGFLAM","Microarray",""
"tarbase","hsa-miR-335-5p","EGFLAM","Microarrays","negative"
"tarbase","hsa-miR-340-5p","EGFLAM","RNA-Seq","negative"
"tarbase","hsa-miR-34a-5p","EGFLAM","HITS-CLIP","negative"
"mirtarbase","hsa-miR-4320","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4320","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-4648","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4648","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-4654","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4654","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-4753-3p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4753-3p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-4768-5p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4768-5p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-4769-5p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-4769-5p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-5089-5p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-5089-5p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-6778-5p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6778-5p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-6809-3p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6809-3p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-6817-3p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6817-3p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-6833-3p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6833-3p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-6873-3p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-6873-3p","EGFLAM","HITS-CLIP",""
"mirtarbase","hsa-miR-7110-3p","EGFLAM","HITS-CLIP","Functional MTI (Weak)"
"mirtarbase","hsa-miR-7110-3p","EGFLAM","HITS-CLIP",""
"tarbase","hsa-let-7a-2-3p","EGFR","HITS-CLIP","negative"
"tarbase","hsa-let-7a-3p","EGFR","PAR-CLIP","negative"
"mirtarbase","hsa-let-7a-5p","EGFR","Luciferase reporter assay","Functional MTI"
"mirtarbase","hsa-let-7a-5p","EGFR","Luciferase reporter assay",""
"tarbase","hsa-let-7a-5p","EGFR","HITS-CLIP//PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7b-5p","EGFR","HITS-CLIP//PAR-CLIP//Microarrays","negative"
"tarbase","hsa-let-7c-3p","EGFR","HITS-CLIP","negative"
"tarbase","hsa-let-7c-5p","EGFR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-let-7d-5p","EGFR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-let-7e-5p","EGFR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-let-7f-5p","EGFR","PAR-CLIP//qCLASH","negative"
"tarbase","hsa-let-7g-3p","EGFR","HITS-CLIP","negative"
"tarbase","hsa-let-7g-5p","EGFR","PAR-CLIP//HITS-CLIP//qCLASH","negative"
"tarbase","hsa-let-7i-3p","EGFR","HITS-CLIP","negative"
"tarbase","hsa-let-7i-5p","EGFR","HITS-CLIP//PAR-CLIP","negative"
"mirtarbase","hsa-miR-1-3p","EGFR","pSILAC//Proteomics;Other","Functional MTI (Weak)"
"mirtarbase","hsa-miR-1-3p","EGFR","pSILAC//Proteomics;Other",""
"tarbase","hsa-miR-1-3p","EGFR","HITS-CLIP//Microarrays//RPF-Seq//RNA-Seq//pSILAC","negative"
"mirtarbase","hsa-miR-1-5p","EGFR","Luciferase reporter assay","Functional MTI"
"tarbase","hsa-miR-100-5p","EGFR","PAR-CLIP","negative"
"tarbase","hsa-miR-103a-3p","EGFR","PAR-CLIP","negative"
"tarbase","hsa-miR-106a-5p","EGFR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-106b-5p","EGFR","HITS-CLIP//PAR-CLIP","negative"
"tarbase","hsa-miR-107","EGFR","PAR-CLIP","negative"
"mirtarbase","hsa-miR-122-5p","EGFR","Luciferase reporter assay//qRT-PCR//Western blot","Functional MTI"
"tarbase","hsa-miR-122-5p","EGFR","Biotin-Microarrays","negative"
"tarbase","hsa-miR-124-3p","EGFR","PAR-CLIP","negative"
"tarbase","hsa-miR-1249-3p","EGFR","PAR-CLIP","negative"
"tarbase","hsa-miR-125a-3p","EGFR","PAR-CLIP","negative"
"mirtarbase","hsa-miR-125a-5p","EGFR","qRT-PCR//Western blot","Functional MTI"
"mirtarbase","hsa-miR-125a-5p","EGFR","qRT-PCR//Western blot",""
"mirtarbase","hsa-miR-125b-5p","EGFR","Immunohistochemistry//Western blot","Functional MTI"
"tarbase","hsa-miR-126-3p","EGFR","HITS-CLIP","negative"
"tarbase","hsa-miR-128-1-5p","EGFR","PAR-CLIP","negative"
"mirtarbase","hsa-miR-128-2-5p","EGFR","Immunohistochemistry (IHC)//qRT-PCR",""
