"SYMBOL","log2FoldChange","padj","has_FOXA1","n_miRNAs","top_miRNA","direction"
"TRPC6",-1.25282101580832,0.00668265906373983,TRUE,9,"hsa-miR-124-3p","Downregulated"
"CATSPERG",-1.39752833493437,0.0067377050862928,TRUE,9,"hsa-miR-103a-3p","Downregulated"
"IGSF9B",-2.07733353630182,0.00673864398939562,TRUE,125,"hsa-let-7a-5p","Downregulated"
"LAG3",2.01554840836514,0.00673864398939562,TRUE,11,"hsa-let-7b-5p","Upregulated"
"ACAN",1.95549515359878,0.00676226623380459,TRUE,35,"hsa-let-7a-5p","Upregulated"
"SLITRK3",-4.86227125398162,0.00678137167243259,TRUE,118,"hsa-let-7a-5p","Downregulated"
"TRIP13",2.31419664154848,0.00680610973870498,TRUE,132,"hsa-let-7a-5p","Upregulated"
"DLGAP5",3.39820025876175,0.006808263401886,TRUE,112,"hsa-let-7a-5p","Upregulated"
"CAPN11",-2.13546422993469,0.00689809776846066,TRUE,5,"hsa-miR-124-3p","Downregulated"
"ATP10B",-2.7089817174795,0.00690870746637324,TRUE,17,"hsa-miR-103a-3p","Downregulated"
"DSC3",-4.70258859215966,0.00694689342192532,TRUE,66,"hsa-let-7a-5p","Downregulated"
"PARP1",1.41745013164,0.00694689342192532,TRUE,261,"hsa-let-7a-3p","Upregulated"
"LAPTM5",1.50781975480347,0.00698385989936834,TRUE,65,"hsa-let-7a-5p","Upregulated"
"KIF1A",4.63727255464295,0.00705146302979186,TRUE,188,"hsa-let-7a-5p","Upregulated"
"ACVRL1",-1.04920102545455,0.00706536738926051,TRUE,77,"hsa-let-7a-5p","Downregulated"
"CHP2",-7.02070464023226,0.0071544103270487,TRUE,4,"hsa-miR-182-5p","Downregulated"
"GNB4",1.71782792901191,0.00717862447148116,TRUE,163,"hsa-let-7a-2-3p","Upregulated"
"SH3PXD2A",-1.23819175168472,0.00719002434147945,TRUE,299,"hsa-let-7a-5p","Downregulated"
"ARRDC3",-1.17978672411895,0.00722299014259026,TRUE,271,"hsa-let-7a-3p","Downregulated"
"MLXIPL",-2.41635689766112,0.00725642794279093,TRUE,50,"hsa-let-7a-5p","Downregulated"
"COL28A1",-1.9410536267448,0.00725835593267192,TRUE,4,"hsa-miR-1285-3p","Downregulated"
"TNFRSF9",2.37486873661713,0.00731359652143578,TRUE,28,"hsa-miR-101-3p","Upregulated"
"NCCRP1",-3.0053251948786,0.00733361663402113,TRUE,5,"hsa-miR-128-3p","Downregulated"
"DNAH11",2.24364845880687,0.00737369006261286,TRUE,47,"hsa-let-7a-5p","Upregulated"
"DLC1",-1.32721040222664,0.00740035496671244,TRUE,240,"hsa-let-7a-2-3p","Downregulated"
"EHD2",-1.30939645451892,0.00741261620872825,TRUE,165,"hsa-let-7a-5p","Downregulated"
"STRIP2",2.59341171745036,0.00742400437351414,TRUE,138,"hsa-let-7a-5p","Upregulated"
"VPS36",-1.11190726880669,0.00761075094026626,TRUE,134,"ebv-miR-BART10-3p","Downregulated"
"FGFRL1",1.41749238337117,0.00774121962882483,TRUE,102,"hsa-let-7a-5p","Upregulated"
"TMEM45A",-2.76495849295683,0.00778698372171118,TRUE,35,"hsa-let-7a-5p","Downregulated"
"SHC3",-2.1750689576991,0.00782493703844335,TRUE,103,"hsa-let-7a-5p","Downregulated"
"HOXC9",1.6593853828109,0.00782493703844335,TRUE,10,"hsa-miR-1-3p","Upregulated"
"CD8A",1.51575497779628,0.00782493703844335,TRUE,13,"hsa-let-7a-5p","Upregulated"
"NKX2-5",4.08412605782674,0.00786783045897317,TRUE,33,"hsa-let-7b-5p","Upregulated"
"DNASE1L3",-3.10390654932017,0.00788251807403179,TRUE,17,"hsa-miR-1184","Downregulated"
"GJB3",-3.04693839324587,0.00790227333570438,TRUE,60,"hsa-let-7a-5p","Downregulated"
"ABHD12B",-2.56226460031732,0.00791374043054411,TRUE,9,"hsa-let-7a-3p","Downregulated"
"CARMIL2",1.72662619415125,0.00791645566223546,TRUE,30,"hsa-let-7a-5p","Upregulated"
"STMN1",1.8244674858207,0.00793588921651174,TRUE,219,"hsa-let-7a-5p","Upregulated"
"TMEM164",-1.46376152920628,0.00793588921651174,TRUE,123,"hsa-let-7a-5p","Downregulated"
"ERBB4",-2.37369197356335,0.00798100819511249,TRUE,153,"hsa-let-7a-3p","Downregulated"
"VAV3",-1.24178722835277,0.00798100819511249,TRUE,226,"hsa-let-7a-5p","Downregulated"
"PLAU",1.77588814338558,0.00799911922279429,TRUE,142,"hsa-let-7a-3p","Upregulated"
"DOK3",1.25964804051747,0.00811441518879627,TRUE,52,"hsa-let-7a-5p","Upregulated"
"TENM2",-2.30384452119104,0.00818005278354837,TRUE,185,"hsa-let-7a-5p","Downregulated"
"CXCL17",3.06399426661186,0.008194064917774,TRUE,1,"hsa-miR-27a-3p","Upregulated"
"C1orf21",-1.62589811931503,0.00824644052610531,TRUE,124,"hsa-let-7a-5p","Downregulated"
"MKI67",2.2736542173353,0.0082524750944953,TRUE,301,"hsa-let-7a-5p","Upregulated"
"P3H4",1.51288418240943,0.00826792934364796,TRUE,139,"hsa-let-7a-5p","Upregulated"
"ARMCX4",-1.26617510702451,0.00826792934364796,TRUE,8,"hsa-let-7d-5p","Downregulated"
"GALNT13",3.23331737750202,0.0083405055505365,TRUE,84,"hsa-let-7a-5p","Upregulated"
"ORAI2",1.17092149235321,0.0083405055505365,TRUE,248,"hsa-let-7a-5p","Upregulated"
"DNASE2",1.05645606854948,0.0083405055505365,TRUE,101,"hsa-let-7a-5p","Upregulated"
"ESPL1",1.87248918382399,0.00836822819119191,TRUE,152,"hsa-let-7a-5p","Upregulated"
"TEAD1",-1.1964666729693,0.00837073810808713,TRUE,300,"hsa-let-7a-3p","Downregulated"
"PLA2G2D",3.43062011055308,0.0084300443747317,TRUE,22,"hsa-miR-107","Upregulated"
"SYNDIG1",3.28790696049731,0.00850354533176562,TRUE,42,"hsa-let-7d-5p","Upregulated"
"TPM1",-1.33997653816183,0.00855920853436903,TRUE,57,"hsa-let-7b-5p","Downregulated"
"HSD3B1",-4.70930349798392,0.00868414013969659,TRUE,9,"hsa-miR-26b-5p","Downregulated"
"CHST11",1.52433202199532,0.00868453836545059,TRUE,116,"hsa-let-7a-5p","Upregulated"
"SIGLEC8",2.57156336569087,0.00870220990205598,TRUE,17,"hsa-miR-1200","Upregulated"
"GLI3",-1.43728645703961,0.00902193813438962,TRUE,117,"hsa-let-7a-5p","Downregulated"
"SPN",1.46508163852874,0.00911945705021904,TRUE,63,"hsa-let-7a-5p","Upregulated"
"JAM2",-1.8100042602313,0.00912963886462118,TRUE,72,"hsa-let-7a-5p","Downregulated"
"CSK",0.834417366338398,0.00914942641431451,TRUE,132,"hsa-let-7a-5p","Upregulated"
"CES2",-0.959879292024873,0.00915121098986236,TRUE,115,"hsa-let-7a-5p","Downregulated"
"PLEKHG7",3.39876218053703,0.00915622213444934,TRUE,40,"hsa-miR-1323","Upregulated"
"PLPP1",-1.24466493798175,0.00915622213444934,TRUE,97,"hsa-let-7a-5p","Downregulated"
"ATP6V0E2",1.64346457133562,0.00919691995153256,TRUE,57,"hsa-let-7c-5p","Upregulated"
"DPH6",-1.53696018662262,0.00923490994714646,TRUE,40,"hsa-let-7a-3p","Downregulated"
"KCNQ5",2.89336071118807,0.00926318065867105,TRUE,160,"hsa-let-7a-3p","Upregulated"
"EBF1",-1.58256726601054,0.00926708282268346,TRUE,78,"hsa-let-7a-5p","Downregulated"
"RBMS3",-1.86331821777627,0.00932623690813189,TRUE,95,"hsa-let-7a-5p","Downregulated"
"IL16",-1.18896009159435,0.00932623690813189,TRUE,30,"hsa-let-7b-5p","Downregulated"
"ACADVL",-0.962892847209259,0.00932623690813189,TRUE,120,"hsa-let-7a-5p","Downregulated"
"DENND2C",-1.93767901416351,0.00936307197273544,TRUE,105,"hsa-let-7b-5p","Downregulated"
"CFAP65",4.55737465606893,0.00943272778866043,TRUE,33,"hsa-miR-1321","Upregulated"
"FAM107A",-2.14490350313978,0.00945511407897578,TRUE,72,"hsa-let-7b-5p","Downregulated"
"GAN",-1.37410570827182,0.00947212177634061,TRUE,333,"hsa-let-7a-3p","Downregulated"
"MUC1",2.284458251066,0.00951973444190119,TRUE,68,"hsa-let-7a-5p","Upregulated"
"CRCT1",-5.62940776604702,0.00956421055168194,TRUE,10,"hsa-miR-103a-3p","Downregulated"
"TACR2",-3.01768074642184,0.00956421055168194,TRUE,29,"hsa-let-7b-5p","Downregulated"
"CPNE7",2.03576305802507,0.00956421055168194,TRUE,54,"hsa-let-7a-5p","Upregulated"
"PDLIM4",-1.58180885181199,0.00959073560827106,TRUE,24,"hsa-miR-1-3p","Downregulated"
"OSM",2.32270467682652,0.00963516081200289,TRUE,9,"hsa-miR-106a-5p","Upregulated"
"PROS1",-1.86246881042618,0.00965555516782128,TRUE,69,"hsa-let-7a-5p","Downregulated"
"POC1A",2.09606094588348,0.00969145349627291,TRUE,96,"hsa-let-7e-5p","Upregulated"
"IGFN1",-2.3022385877411,0.00995030357956686,TRUE,31,"hsa-let-7a-5p","Downregulated"
"RASL11A",-2.20658836788797,0.00995030357956686,TRUE,33,"hsa-let-7c-5p","Downregulated"
"SPR",1.38387859105171,0.00995030357956686,TRUE,55,"hsa-let-7a-5p","Upregulated"
"PRX",-1.32610076374093,0.00996502004272699,TRUE,84,"hsa-let-7b-5p","Downregulated"
"SLC25A10",1.20978137929383,0.00996667847035029,TRUE,46,"hsa-let-7a-5p","Upregulated"
"ACCS",-1.09133952682162,0.00998093194255701,TRUE,9,"hsa-let-7b-5p","Downregulated"
